feature	Cetobacterium	Aeromonas	Plesiomonas	Barnesiellaceae.Genus	Vibrio	ZOR0006	Mycoplasma	Staphylococcus	Mycobacterium	Acinetobacter	Gordonia	Crenobacter	Shewanella	Gammaproteobacteria.Genus	Paraclostridium	Pseudomonas	Flavobacterium	Burkholderiaceae.Genus	Paucibacter	Phreatobacter	Nocardia	Gemmataceae.Genus	Pseudorhodobacter	Bosea	Rhizobiales_Incertae_Sedis.Genus	Rhizobiales.Genus	Brevibacterium	Glutamicibacter	Chitinibacter	Chitinibacteraceae.Genus	Gemmobacter	Beijerinckiaceae.Genus	Citrobacter	Obscuribacterales.Genus	Rhodobacter	Exiguobacterium	Betaproteobacteriales_Incertae_Sedis.Genus	Fluviicola	Defluviimonas	Luteimonas	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Pseudorhodoplanes	Pseudochrobactrum	Rhodococcus	Singulisphaera	Ensifer	Candidatus_Protochlamydia	Reyranella	Geobacillus	Tabrizicola	Microscillaceae.Genus	Shinella	Smaragdicoccus	Verrucomicrobiae.Genus	Simkaniaceae.Genus	Parachlamydiaceae.Genus	Fimbriiglobus	Chlamydiales.Genus	env.OPS_17.Genus	Unknown_Family.Genus	Meiothermus	PeM15.Genus	Delftia	Rhodopseudomonas	Mesorhizobium	Rhizobiaceae.Genus	Aquicella	SH.PL14	ASV131	Dinghuibacter	Deltaproteobacteria.Genus	ASV135	Pedosphaeraceae.Genus	Desulfarculaceae.Genus	Legionella	Enterococcus	Candidatus_Alysiosphaera	Pir4_lineage	Coxiella	Planctomycetales.Genus	Pirellula	Prevotella_7	Bacteria.Genus	Streptococcus	Candidatus_Ovatusbacter	ASV163	X67.14.Genus	ASV169	Thermus	Flavihumibacter	Proteobacteria.Genus	Faecalibaculum	Sphingomonadaceae.Genus	Brucella	Iamia	Clostridium_sensu_stricto_9	Gemmata	Saprospiraceae.Genus	Afipia	Deinococcus	Rubrivivax	Babeliaceae.Genus	Rhodovastum	Pedomicrobium	Nakamurella	Caedibacter	CL500.3	Chitinophagaceae.Genus	Candidatus_Finniella	Cellvibrio	Leucobacter	ASV246	Candidatus_Megaira	Cytophagales.Genus	Romboutsia	Vampirovibrionales.Genus	cvE6.Genus	Hydrogenophaga	Stenotrophomonas	Veillonella	Azospira	RCP2.54.Genus	Prevotella_6	IMCC26207	Ottowia	Chryseobacterium	Fusobacterium	Roseomonas	Xylophilus	Ideonella	Bdellovibrio	ASV323	Lachnospiraceae_NK4A136_group	Verrucomicrobiaceae.Genus	Rickettsia	Gaiellales.Genus	Prevotella	Herpetosiphon	Leptotrichia	X0319.6G20.Genus	Haemophilus	Thermoanaerobacterium	ASV385	Paracoccus	Lactobacillus	Blfdi19.Genus	Candidatus_Paracaedibacter	Alloprevotella	Corynebacterium_1	Myxococcales.Genus	Hyphomicrobium	Rothia	Muribaculaceae.Genus	Gemella	Babeliales.Genus	Paracaedibacteraceae.Genus	Lacunisphaera	Scardovia
ISF402	0.778632786618466	0.0167152936800381	0.0403584837671018	0.0904927408199561	0	0.0603284938799707	0.00015111183438143	0	0	0	0.000302223668762859	0.00191795789791814	0.0046728428785642	0	0.00416138743911937	0	0	0.000616071324785828	0	0	0.000290599681502749	0	0	0	0	0	2.32479745202199e-05	0	0	0.000383591579583629	4.64959490404399e-05	0.000267351706982529	0.000406839554103849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13679108207697e-05	0	0.00010461588534099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64959490404399e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF408	0.734409364378283	0.0361524619663013	0.0763673046512896	0.0610538560808477	0	0.0642346910954796	0.00655252013014159	0	0.00148136030681426	0	0.001726739007943	0.00170856280785939	0.00669792973081048	0	0.00404420451860334	0.000181762000836105	4.54405002090263e-05	0.00019085010087791	9.99691004598579e-05	0.000145409600668884	9.99691004598579e-05	0	0	0	0.000163585800752495	0.000136321500627079	0	0.0001726739007943	0	0.000263554901212353	0	0.000381700201755821	0.0006906956031772	2.72643001254158e-05	0	0.00192667720886272	0	0	0	0	0	0	0.000427140701964847	0	0	0	1.81762000836105e-05	0	0	0	0	0.000263554901212353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81762000836105e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000136321500627079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81762000836105e-05	0	0	0	0	0	0	0	1.81762000836105e-05	0	0.000145409600668884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF410	0.656053193150471	0.0153802113152553	0.123588195492635	0.00188674335085619	0	0.0924504241919534	0.000546504970592828	0	0.00597251860719305	0.000208192369749649	0.0399338989226045	0.00143132254202883	0.00382553479414979	0.00042939676260865	0.016252016863582	0.00582938635299016	0	0.000377348670171238	0	0.00029927653151512	0.00461926820382033	0.00072867329412377	0	0	0.00110602196429501	0.00200385155884037	0	0.000988913756310831	0	0.000923853640764066	0.000286264508405767	0.00247228439077708	0.000715661271014417	6.50601155467652e-05	0	0.0111382917816062	0	0	0.000117108207984177	0	0	0	0.00442408785718003	0.00102794982563889	7.80721386561183e-05	0	2.60240462187061e-05	0.000182168323530943	0.000143132254202883	0	0	0.000988913756310831	0	0	0	0.000234216415968355	0	0	0	0	0	0	0	0	0	0.000260240462187061	0	0.000195180346640296	0	0	0	0	0	0	6.50601155467652e-05	0	0	0	5.20480924374122e-05	0	0	0	0	0	0.000117108207984177	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20480924374122e-05	5.20480924374122e-05	0	0	0	0	0	0.000273252485296414	0	0	0	0	0.000195180346640296	0	0	0	0	0	0	0.000793733409670536	0	0	0	5.20480924374122e-05	0	2.60240462187061e-05	0	0.000494456878155416	0	0	0.000195180346640296	0	0	0.000117108207984177	0	0	0	0.000104096184874824	0	0	0	0	0	0	0	0	9.10841617654713e-05	0	0	0	0.00013012023109353	0	0	0	0	0	0	0	0	0
ISF461	0.0036888938950214	0.551588195539536	0.382434106780806	0	0.000450551926109484	0.000225275963054742	0	0	0	0	0	0.00030975444920027	0.0504618157242622	0	0	0	0.00050687091687317	0	0	0	0	0	0	0	0	0	0	0	0.00639220545167831	0	0	0	0.00385785086731246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44784861455283e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF463	0.39193083573487	0.408047817269719	0.0827196072152844	0	0	0.085067776710428	0	0	0.0042693990820792	0	0.00128081972462376	0.010673497705198	0.0042693990820792	0.00362898921976732	0	0.00117408474757178	0.0010673497705198	0.000747144839363859	0	0	0	0.00032020493115594	0	0	0	0	0	0	0	0	0	0.00138755470167574	0.00288184438040346	0.0005336748852599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF464	0.311357393198825	0.438666287771147	0.00814625367055035	0	0	0.0192289476176944	0	0	0.00161030595813205	0.0250071042909918	0.00246282087714313	0.0213128729752771	0.00378895519560481	0.0547504025764895	0	0.0549398503362698	0.0100407312683528	0.00113668655868144	0.00397840295538505	0	0	0.000947238798901203	0.0014208581983518	0	0.0128824476650564	0.00132613431846168	0	0	0.0074831865113195	0.0014208581983518	0	0.00293644027659373	0	0.00909349246945155	0	0	0.000378895519560481	0	0	0	0	0.00104196267879132	0	0	0	0	0.000189447759780241	0	0	0	0	0	0	0	0	0	0	0	0	0.00132613431846168	0	0	0	0	0.000378895519560481	0	0	0	0	0	0.000568343279340722	0.000378895519560481	0	0	0.000663067159230842	0	0	0	0	0	0	0	0.000473619399450601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284171639670361	0	0	0	0	0	0	0	0	0	0	0.000378895519560481	0	0	0	0	0	0	0	0	0	0	0	0
ISF467	0	0.162087912087912	0	0	0	0	0	0	0.00961538461538462	0	0	0	0	0.53021978021978	0	0	0.0906593406593407	0	0	0	0	0	0.0123626373626374	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148351648351648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010989010989011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123626373626374	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686813186813187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686813186813187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961538461538462	0	0	0	0	0	0	0	0
ISF470	0.0652920962199313	0	0	0	0	0	0	0	0	0	0	0	0	0.0240549828178694	0	0	0	0	0.0206185567010309	0	0	0	0	0	0.0171821305841924	0	0	0	0	0	0	0	0	0	0.0515463917525773	0	0.742268041237113	0	0	0.0343642611683849	0	0	0	0	0	0	0	0	0.0274914089347079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171821305841924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF471	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0933333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653333333333333	0	0	0.0266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF473	0	0.637755102040816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306122448979592	0	0	0	0	0	0	0	0	0	0	0	0.0561224489795918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF476	0.732215905515115	0.123392561203298	0.018869705678743	0.0543959386603453	0	0.026621074492857	0.000472004866894628	0	0.0018460634794101	0.000430048878726216	0.000660806813652479	0.00505569657429357	0.00787723677861923	0.00691224905074577	0.0022341563699679	0.00276909521911515	0.00252784828714678	0.00127965763913655	0	0.00139503660659968	0	0.000325158908305188	0.000587383834357759	0	0.00077618578111561	0.000839119763368227	0	0	0.0029683861629151	0.000409070884642011	0	0.000492982860978833	0.000660806813652479	0.00101743271308397	0.000167823952673645	0	0	0	8.39119763368227e-05	0	0	0	0	0	0.000199290943799954	0	8.39119763368227e-05	0.000251735929010468	0	0	0	0	0.00014684595858944	0	0	0.00055591684323145	0	0	0	0.000241246931968365	0	0	0	0.00014684595858944	0	0.000178312949715748	0	0	0	0	4.19559881684113e-05	0.000178312949715748	0	0	6.2933982252617e-05	0	0	0	3.14669911263085e-05	0	0	0	3.14669911263085e-05	0.000104889970421028	0	0	0	0	0	0	0	0	0	0	4.19559881684113e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19559881684113e-05	0.000346136902389394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14669911263085e-05	0	0	0	0	0	0	0	0	0	0	0	0
ISF524	0.803023145961266	0.0168652355709512	0.0354624818488777	0.0858482478699767	0	0.0312286778984937	0.00405885337392187	0	6.99802305848598e-05	0	0.000192445634108364	0.00533599258209556	0.0126489266782134	0	0.00206441680225336	0	0	0.00106719851641911	0	0	0	0	0	0	0	0	0	0	0	0.000384891268216729	0	0	0.00138210955405098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122465403523505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74752882310747e-05	0	0	0	0.000122465403523505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49901152924299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF525	0.84101312943307	0.0137330851652498	0.0244227576839881	0.0413753206901756	0	0.0548317319784697	0	0	0.00233915186880628	0	0.00523165149152372	0.00445193420192163	0.00545802102721465	0.000125760853161628	0.000528195583278837	0.000251521706323256	0	0.00133306504351326	0	0.000100608682529302	0.00135821721414558	0	0	0	0	0.000176065194426279	0	0.000477891242014186	0	0.000830021630866744	0	0.000377282559484884	0.00105639116655767	0	0	0	0	0	0	0	0	0	0.000100608682529302	0	0	0	0	0	0	0	0	0	0	0.000251521706323256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54565118969767e-05	0	0	0	0	0	0.000100608682529302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF526	0.791070937088059	0.0284791331681949	0.0177596222096678	0.0719221242014689	0	0.0623759651181319	0	0	0.00120232352642939	7.2429128098156e-05	0.00873495284863761	0.00421537525531268	0.00706908290238002	0.000101400779337418	0.000564947199165616	0	0.000159344081815943	0.000753262932220822	0	0	0.00194110063303058	0.000144858256196312	0	0	0.000260744861153361	0.000188315733055205	0	8.69149537177871e-05	0	0.00060840467602451	0	0.000347659814871149	0.00105746527023308	0	0	0	0	0	7.2429128098156e-05	0	0	0	0	0	0	0	0	0	0	0.00036214564049078	0	0	0	7.2429128098156e-05	0	2.89716512392624e-05	0	0	0	0	0	0	0	0	5.79433024785248e-05	0	0	4.34574768588936e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130372430576681	0	0	0	5.79433024785248e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79433024785248e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF529	0.671315879730193	0.0316822910712244	0.035126329027095	0.109551846347319	0	0.126672001829199	0	0	0.000257231050645936	0	0.000200068594946839	0.00514462101291871	0.00838859037384246	0.000228649822796387	0.00201497656339316	0	0	0.00397279067108723	0.00170058305704813	0	0	7.1453069623871e-05	0	0	8.57436835486453e-05	7.1453069623871e-05	0	0.000142906139247742	0	0.000771693151937807	0.000214359208871613	0	0.000171487367097291	0	0	0.000171487367097291	0	0.00104321481650852	0	0	0	0	0	0	0	0	0	7.1453069623871e-05	0	0	0	7.1453069623871e-05	0	0.000485880873442323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142906139247742	0	2.85812278495484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85812278495484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71624556990968e-05	0	0	0	0	0	0	0	0	0	0	8.57436835486453e-05	0	0	2.85812278495484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF530	0.694444869187602	0.0247251487025795	0.0459028425511093	0.0911328919402437	0	0.11067447514488	0	0	0.000917445220874937	0	0.000229361305218734	0.00409792198657472	0.00675851312711204	0.000351687334668726	0.00330280279514977	3.05815073624979e-05	0	0.00686554840288078	0.00240064832795609	9.17445220874937e-05	0	0.000122326029449992	0	0.000183489044174987	0.000382268842031224	0.000825700698787443	0	0.000244652058899983	0	0.00145262159971865	0.000336396580987477	0	0.000565757886206211	0	0	0.000244652058899983	0	0.00174314591966238	0	0	0	0.000137616783131241	0.000244652058899983	0	3.05815073624979e-05	0	0	0	4.58722610437468e-05	0	0	0.000183489044174987	0	0.000489304117799966	0	0	0	0	0	0	0	0	0	0	9.17445220874937e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.05815073624979e-05	0	0	0	0	0	0	0	0	3.05815073624979e-05	0	0	0	0	0	0	0	0	0.000152907536812489	0	0	0	0	0	0	0	0	0	0	0	0.000275233566262481	6.11630147249958e-05	0	0.000198779797856236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF535	0.742085684642053	0.00685780803198623	0.0243692588000101	0.116709264367234	0	0.0947946453425108	0	0	0	0	0.000101222258774705	0.00346686236303363	0.00397297365690715	0.000126527823468381	0.00187261178733203	0	0	0.00230280638712453	0.000733861376116608	0	0	0	0	0	0	0	0	0.000303666776324114	0	0.000556722423260875	0.000202444517549409	0	0.000253055646936761	0	0	0.000177138952855733	0	0.000759166940810284	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06111293873523e-05	0	0.000303666776324114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF406	0.718050045050029	0.0311556518027915	0.0521473847272497	0.0679386055040071	0	0.102224048812102	0	0	0.00170715900289269	0.000363561639504924	0.00129617627997408	0.00493179267502331	0.00667056573352513	0	0.00706574142863917	0.000221298389263867	0	0.000458403806332295	0	0	0.000189684333654743	0	0	0	0.000205491361459305	0.000316140556091238	0	0	0	0.000252912444872991	0	0.000221298389263867	0.0006638951677916	0	0	0.00262396661555728	0	3.16140556091238e-05	0	0	0	0	0.000395175695114048	0	0	0.000221298389263867	0	0	0.000126456222436495	0	0	0.000237105417068429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90351390228095e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126456222436495	7.90351390228095e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF474	0.491049357563904	0.453100806780214	0.00967049683535707	0.00222747399016652	0	0.00823078803683481	0	0	0	0.00217314535626002	0	0.00252628147665227	0.0146415668378019	0.00162985901719501	0	0.00244478852579252	0.00298807486485752	0.000380300437345503	0	0.000353136120392253	0	0	0	0	0.000190150218672751	0	0	0	0.0063836144840138	0	0	0	0.000787765191644256	0	0.000760600874691006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190150218672751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271643169532502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF537	0.797066014669927	0.0111235930306835	0.0205290865437565	0.0551994537324611	0	0.0890768519130377	0.000330403753386638	0	0.00568294455825018	0	0.00121148042908434	0.00537456772175599	0.00720280182382872	0.000132161501354655	0.000837022841912817	0.000110134584462213	0	0.00174012643450296	0.000110134584462213	0	0.000264323002709311	0.000198242252031983	0	0	0	0	0	0	0	0.00213661093856693	0.000198242252031983	0.000264323002709311	0.000352430670279081	0	0	0	0	0	0	0	0	0.000110134584462213	0	0	0	0.000330403753386638	0	8.81076675697703e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81076675697703e-05	0	0	0	0	0	0	0.000110134584462213	0	0	0	0	0	0	0	0	0	0	0	0.000132161501354655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISF541	0.595738988739451	0.0227156650533842	0.02249677748863	0.0334411557263419	0	0.0193107473794294	0.244521730671012	0.000802587737432206	0.00206727144490114	0.000170245883697741	0.00199430892331639	0.00192134640173164	0.00834204830118929	0.00301578422550283	0.00111875866429944	0.000170245883697741	0.00199430892331639	0.00603156845100567	0.0008998710995452	0	0.000389133448451979	0.000583700172677968	0	0	0	0.000121604202641243	0	0	0.0154194128949096	0	0.00102147530218644	0.000291850086338984	0	0	0	0	0	0.00109443782377119	0	0	0	0	0	0.00036481260792373	0	0	7.2962521584746e-05	0.000218887564754238	0	0	0.00138628791011017	0	0	0.000948512780601698	0	7.2962521584746e-05	0	0	0.000778266896903957	0	0	9.72833621129946e-05	0	0	0	0	0.000218887564754238	0	0	0.000170245883697741	0	0	0	0	0	0	0	0	0	0	0	0.00291850086338984	0	0.00311306758761583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194566724225989	0	0	0	0	0	0.000194566724225989	7.2962521584746e-05	0	0.000121604202641243	0	0	0	0.000121604202641243	0	0	0	0	0	0.000753946056375708	0.000145925043169492	0	0.000583700172677968	0	0	0	0.000583700172677968	0	0	0	4.86416810564973e-05	0	0	0	0	0	0.000243208405282487	0	0.000243208405282487	0	9.72833621129946e-05	0	0	0	0	0	0	0.000145925043169492	0	0	0	9.72833621129946e-05	0	0.000145925043169492	0	0	0.000121604202641243	4.86416810564973e-05
